id,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
15212,22,31200,RENT,7.0,DEBTCONSOLIDATION,B,6000,9.91,0.19,N,3,0
3136,29,84000,MORTGAGE,13.0,VENTURE,A,20000,6.54,0.24,N,9,0
19858,33,90000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,8500,11.58,0.09,N,8,0
43915,28,42000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,4800,9.91,0.11,N,10,0
41269,26,75000,RENT,0.0,EDUCATION,A,15000,7.49,0.2,N,4,0
27623,30,55000,RENT,0.0,HOMEIMPROVEMENT,B,4000,10.37,0.07,N,6,0
53437,30,77000,RENT,9.0,DEBTCONSOLIDATION,D,25000,15.33,0.32,Y,10,1
53524,24,77000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,12000,7.88,0.16,N,4,0
48248,22,31200,RENT,3.0,EDUCATION,D,2750,15.21,0.09,Y,2,0
8686,24,50000,OWN,8.0,PERSONAL,A,4800,5.99,0.1,N,4,0
7818,22,75000,RENT,6.0,PERSONAL,B,20000,11.11,0.27,N,3,0
2504,24,125000,MORTGAGE,2.0,EDUCATION,B,24000,11.36,0.19,N,3,0
17178,30,50000,RENT,5.0,PERSONAL,D,12800,14.74,0.25,Y,9,0
27234,66,100000,MORTGAGE,2.0,PERSONAL,B,11200,9.91,0.11,N,27,0
26586,29,85000,RENT,0.0,PERSONAL,C,20000,12.73,0.24,N,8,0
48922,34,38000,RENT,2.0,MEDICAL,B,5000,9.99,0.13,N,7,1
33001,32,75000,RENT,0.0,PERSONAL,A,3000,8.59,0.04,N,6,0
29132,25,51300,RENT,9.0,DEBTCONSOLIDATION,A,5000,7.49,0.1,N,4,0
27802,23,75000,RENT,5.0,MEDICAL,B,20000,11.48,0.27,N,4,0
33075,38,70000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,4000,5.99,0.06,N,17,0
44421,24,37440,RENT,8.0,PERSONAL,B,15000,10.99,0.4,N,3,1
21477,40,85000,MORTGAGE,18.0,MEDICAL,B,10000,9.99,0.12,N,12,0
30417,28,55000,MORTGAGE,12.0,EDUCATION,A,6000,7.51,0.11,N,8,0
17772,26,108000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,7200,10.65,0.07,N,4,0
22821,21,50000,MORTGAGE,3.0,MEDICAL,A,3000,5.42,0.06,N,3,0
44213,30,54000,MORTGAGE,1.0,PERSONAL,B,5000,11.58,0.09,N,5,0
34042,22,60000,RENT,6.0,PERSONAL,A,12000,6.99,0.2,N,3,0
11883,39,90000,MORTGAGE,16.0,PERSONAL,A,12000,6.03,0.13,N,17,0
56149,40,39270,RENT,3.0,VENTURE,C,16000,13.48,0.43,N,14,1
13922,32,36000,RENT,0.0,MEDICAL,A,10000,8.59,0.28,N,9,0
10360,38,30000,RENT,0.0,VENTURE,B,10000,11.14,0.33,N,14,1
46435,23,44000,RENT,4.0,VENTURE,A,8000,7.51,0.18,N,4,0
14827,23,100000,MORTGAGE,4.0,EDUCATION,A,5500,8.0,0.06,N,2,0
47738,22,48000,RENT,0.0,EDUCATION,A,6000,8.59,0.13,N,2,0
25804,28,86000,RENT,7.0,DEBTCONSOLIDATION,B,4300,12.69,0.05,N,6,0
19567,23,102000,OWN,5.0,VENTURE,C,23600,15.27,0.23,Y,3,0
15267,25,95000,MORTGAGE,6.0,EDUCATION,A,12000,6.03,0.13,N,3,0
41048,30,110000,MORTGAGE,0.0,PERSONAL,D,5000,15.99,0.05,N,8,0
57299,21,110000,RENT,1.0,VENTURE,D,21000,14.09,0.19,N,2,0
43775,22,48000,RENT,0.0,EDUCATION,C,1500,13.99,0.03,Y,3,0
47665,25,46000,RENT,4.0,DEBTCONSOLIDATION,A,14550,7.51,0.32,N,2,1
20768,29,50000,RENT,1.0,HOMEIMPROVEMENT,A,4000,6.03,0.08,N,10,0
33558,25,48000,RENT,9.0,MEDICAL,B,15000,11.48,0.31,N,3,1
52402,30,65004,RENT,7.0,EDUCATION,A,15000,8.49,0.22,N,9,0
5090,34,60000,RENT,5.0,DEBTCONSOLIDATION,A,10000,7.51,0.17,N,5,0
22729,23,55000,RENT,5.0,EDUCATION,B,3000,12.69,0.05,N,4,0
11356,27,45600,RENT,0.0,DEBTCONSOLIDATION,A,1500,6.99,0.03,N,7,0
37591,29,1824000,MORTGAGE,8.0,DEBTCONSOLIDATION,C,6000,13.99,0.03,N,6,0
54578,25,28800,MORTGAGE,2.0,DEBTCONSOLIDATION,A,4000,7.51,0.14,N,2,0
22552,28,93600,RENT,2.0,EDUCATION,B,20000,9.62,0.21,N,5,1
7245,37,36000,RENT,0.0,EDUCATION,B,8000,11.86,0.22,N,13,0
14256,37,75000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,9500,6.03,0.13,N,14,0
32372,25,170000,MORTGAGE,9.0,MEDICAL,C,25000,12.73,0.15,N,4,0
25700,23,43000,RENT,2.0,MEDICAL,A,4000,7.51,0.09,N,4,0
57306,23,130992,MORTGAGE,7.0,EDUCATION,A,6000,8.49,0.05,N,4,0
9259,29,60000,RENT,13.0,PERSONAL,B,1000,12.42,0.02,N,6,0
25905,28,61000,MORTGAGE,12.0,MEDICAL,A,12000,6.17,0.2,N,8,0
30194,22,59000,RENT,6.0,DEBTCONSOLIDATION,D,12000,15.62,0.2,N,2,1
11672,37,90000,MORTGAGE,3.0,PERSONAL,A,6000,6.92,0.07,N,15,0
22006,34,109200,MORTGAGE,18.0,VENTURE,A,6000,8.0,0.05,N,6,0
24720,27,60000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,5000,11.26,0.08,N,10,0
28955,22,79000,MORTGAGE,6.0,MEDICAL,A,4000,6.76,0.05,N,3,0
53091,28,30000,RENT,4.0,EDUCATION,A,10625,8.49,0.35,N,8,1
44384,22,30000,RENT,2.0,EDUCATION,C,5000,12.84,0.17,Y,2,0
8495,26,77000,MORTGAGE,6.0,VENTURE,D,15000,16.02,0.19,Y,4,0
42442,31,33600,RENT,2.0,VENTURE,C,12000,13.48,0.36,Y,6,0
51563,35,110000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,10000,8.59,0.09,N,5,0
41860,42,60000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,12000,10.99,0.2,N,15,0
19206,22,34000,MORTGAGE,5.0,VENTURE,B,4800,11.83,0.14,N,4,0
32926,25,96000,MORTGAGE,0.0,EDUCATION,A,5000,7.51,0.05,N,3,0
14939,23,48000,RENT,0.0,MEDICAL,F,15175,18.43,0.31,N,4,1
36799,41,104736,RENT,4.0,HOMEIMPROVEMENT,C,25000,13.47,0.24,N,11,0
31781,32,68000,RENT,16.0,PERSONAL,B,10000,12.42,0.15,N,10,0
32932,36,78000,MORTGAGE,8.0,MEDICAL,B,15000,10.62,0.19,N,15,0
32410,25,138000,MORTGAGE,9.0,PERSONAL,B,21000,9.91,0.15,N,2,0
34915,23,65000,MORTGAGE,7.0,VENTURE,A,16500,9.32,0.25,N,4,0
36432,29,47000,RENT,6.0,PERSONAL,C,7000,12.53,0.15,Y,8,0
24963,25,80000,RENT,5.0,VENTURE,B,18000,11.12,0.23,N,4,0
11300,45,41200,OWN,15.0,PERSONAL,A,4800,7.29,0.1,N,12,0
26900,34,60353,RENT,13.0,EDUCATION,B,8500,11.36,0.14,N,7,0
44339,31,60000,MORTGAGE,5.0,VENTURE,A,12000,7.88,0.2,N,5,0
19195,22,60000,MORTGAGE,0.0,EDUCATION,A,7500,6.54,0.13,N,2,0
19024,23,57996,RENT,1.0,DEBTCONSOLIDATION,C,8000,13.11,0.14,Y,2,0
51180,28,125004,RENT,0.0,VENTURE,B,18000,11.48,0.14,N,5,0
31147,29,69500,OWN,4.0,HOMEIMPROVEMENT,A,9600,7.51,0.14,N,8,0
39583,22,55000,RENT,6.0,DEBTCONSOLIDATION,B,6000,10.99,0.11,N,2,0
42351,29,24000,MORTGAGE,3.0,EDUCATION,A,1500,5.42,0.06,N,6,0
9715,25,42000,MORTGAGE,5.0,PERSONAL,A,12000,7.29,0.29,N,4,0
48241,25,50000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,10000,5.79,0.2,N,4,0
58438,25,35004,RENT,2.0,PERSONAL,A,7000,7.29,0.2,N,2,0
16671,21,65000,MORTGAGE,5.0,VENTURE,A,12000,6.03,0.18,N,3,0
9571,37,65000,RENT,5.0,MEDICAL,E,15000,18.79,0.23,Y,17,0
21576,27,45000,RENT,1.0,EDUCATION,B,11000,10.59,0.24,N,10,0
37500,27,48000,MORTGAGE,6.0,PERSONAL,B,5000,10.74,0.1,N,5,0
35495,29,40000,OWN,1.0,VENTURE,C,5000,12.84,0.13,Y,10,0
54582,24,51600,RENT,8.0,DEBTCONSOLIDATION,B,4000,10.65,0.08,N,3,0
8626,27,50000,RENT,1.0,EDUCATION,A,18000,8.94,0.36,N,10,1
4305,37,40000,RENT,1.0,PERSONAL,A,12000,9.32,0.3,N,15,0
54989,26,80000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,3000,13.49,0.04,N,2,0
43985,35,106226,MORTGAGE,9.0,EDUCATION,A,20000,6.54,0.19,N,6,0
15440,27,130000,MORTGAGE,12.0,VENTURE,B,10000,10.99,0.08,N,7,0
34264,22,54000,RENT,6.0,EDUCATION,C,5000,15.23,0.09,Y,2,0
51731,31,42000,OWN,3.0,MEDICAL,B,2000,10.0,0.05,N,7,0
24640,38,150000,RENT,0.0,DEBTCONSOLIDATION,B,20000,10.0,0.13,N,14,0
51444,28,95000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,12000,7.51,0.13,N,7,0
4085,29,66000,MORTGAGE,13.0,HOMEIMPROVEMENT,A,8150,5.79,0.12,N,9,0
40235,29,105000,RENT,3.0,EDUCATION,C,12000,14.27,0.11,Y,8,0
40477,28,24000,RENT,1.0,DEBTCONSOLIDATION,B,8000,10.0,0.33,N,10,1
38590,44,48000,MORTGAGE,0.0,VENTURE,B,5000,11.48,0.1,N,15,0
38849,34,38000,RENT,1.0,MEDICAL,B,5000,10.08,0.13,N,8,0
56707,22,59000,RENT,0.0,DEBTCONSOLIDATION,D,10800,14.59,0.17,Y,4,1
41720,29,75000,MORTGAGE,13.0,VENTURE,A,12000,6.03,0.16,N,8,0
3527,24,90000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,12000,6.92,0.13,N,2,0
254,24,90000,RENT,8.0,PERSONAL,B,16000,10.62,0.18,N,2,0
54196,27,91200,MORTGAGE,1.0,PERSONAL,A,6000,7.66,0.07,N,5,0
55475,21,90000,RENT,5.0,DEBTCONSOLIDATION,B,5000,10.65,0.06,N,3,0
9958,26,33600,RENT,0.0,MEDICAL,B,6000,11.48,0.18,N,2,0
34614,22,41000,RENT,6.0,EDUCATION,B,5000,12.69,0.12,N,4,0
42547,24,65000,RENT,0.0,EDUCATION,A,12500,6.91,0.19,N,3,0
20597,31,30000,RENT,0.0,DEBTCONSOLIDATION,B,5000,12.69,0.17,N,8,0
8122,22,60000,OWN,5.0,EDUCATION,C,3000,13.35,0.05,N,4,0
58436,53,26500,RENT,1.0,EDUCATION,C,5000,13.79,0.19,Y,30,0
52726,22,60000,MORTGAGE,6.0,EDUCATION,B,15000,9.88,0.25,N,2,0
35062,24,70000,RENT,1.0,MEDICAL,A,2000,7.68,0.03,N,4,0
30152,45,150000,MORTGAGE,8.0,VENTURE,A,10000,8.32,0.07,N,13,0
52502,27,34000,RENT,1.0,DEBTCONSOLIDATION,D,10000,16.77,0.29,Y,7,1
19458,31,40000,RENT,2.0,MEDICAL,A,10000,8.49,0.25,N,9,0
7315,24,30000,RENT,6.0,MEDICAL,B,4000,10.33,0.13,N,2,0
35646,25,47000,RENT,2.0,DEBTCONSOLIDATION,B,6000,11.71,0.13,N,4,0
56513,26,60000,MORTGAGE,10.0,EDUCATION,A,7200,5.79,0.12,N,3,0
274,23,60000,RENT,7.0,EDUCATION,A,3000,7.9,0.05,N,2,0
34727,28,65000,RENT,5.0,PERSONAL,D,30000,17.49,0.45,Y,10,1
44823,56,38000,MORTGAGE,14.0,VENTURE,A,10000,8.0,0.26,N,25,0
34381,28,40000,RENT,0.0,DEBTCONSOLIDATION,A,3600,7.29,0.09,N,6,0
10694,24,78000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,4000,5.79,0.05,N,3,0
1928,41,85000,MORTGAGE,20.0,DEBTCONSOLIDATION,A,8500,7.42,0.1,N,12,0
55303,22,43000,RENT,7.0,EDUCATION,B,4000,10.37,0.09,N,3,0
38320,22,60000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,10000,7.29,0.17,N,3,0
57464,25,48000,RENT,2.0,VENTURE,B,6000,9.99,0.13,N,3,0
51186,29,50000,RENT,5.0,MEDICAL,B,4800,12.42,0.1,N,10,0
3915,29,63000,MORTGAGE,13.0,DEBTCONSOLIDATION,A,4000,7.14,0.06,N,6,0
38687,28,150000,MORTGAGE,12.0,VENTURE,C,7000,13.49,0.05,N,9,0
30610,24,105000,MORTGAGE,2.0,MEDICAL,C,12000,13.48,0.11,N,2,0
2997,30,200000,MORTGAGE,14.0,HOMEIMPROVEMENT,A,16000,6.17,0.08,N,7,0
30624,33,52000,MORTGAGE,5.0,PERSONAL,B,15200,10.99,0.29,N,10,0
33540,28,60000,MORTGAGE,5.0,EDUCATION,B,6000,11.36,0.1,N,7,0
51651,45,32000,RENT,0.0,DEBTCONSOLIDATION,A,1000,7.29,0.04,N,12,0
7187,30,48000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,3000,11.99,0.06,N,5,0
20895,27,72000,MORTGAGE,6.0,PERSONAL,A,5000,7.14,0.07,N,10,0
22179,25,60000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,10000,8.94,0.17,N,4,0
15622,31,150000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,9000,5.42,0.06,N,7,0
1437,21,55000,MORTGAGE,5.0,EDUCATION,B,2500,12.69,0.05,N,2,0
22626,29,34000,RENT,2.0,EDUCATION,C,6000,14.17,0.18,N,8,1
38081,23,100000,MORTGAGE,2.0,PERSONAL,D,10000,16.49,0.1,Y,2,0
36753,31,120000,MORTGAGE,4.0,VENTURE,A,8000,6.03,0.07,N,5,0
26783,25,33996,RENT,0.0,MEDICAL,C,8400,13.47,0.25,N,2,0
15997,36,60000,RENT,4.0,PERSONAL,C,5000,13.49,0.08,N,15,0
6445,22,60000,MORTGAGE,6.0,EDUCATION,C,13500,12.23,0.23,N,3,0
13376,26,61200,RENT,3.0,MEDICAL,E,8000,16.45,0.12,N,3,1
13973,27,30000,RENT,7.0,EDUCATION,C,6000,14.65,0.2,N,6,0
13718,30,91228,MORTGAGE,3.0,MEDICAL,B,12000,11.89,0.13,N,9,0
31550,22,85000,MORTGAGE,2.0,MEDICAL,A,5600,5.42,0.07,N,2,0
12897,21,30000,RENT,2.0,DEBTCONSOLIDATION,C,12000,13.72,0.4,Y,4,1
49861,26,45000,RENT,3.0,EDUCATION,C,4000,13.98,0.09,N,4,0
957,30,60000,RENT,2.0,MEDICAL,B,15000,12.21,0.25,N,6,0
12396,25,50000,RENT,0.0,DEBTCONSOLIDATION,C,5000,13.11,0.1,N,2,0
23948,29,70000,RENT,3.0,EDUCATION,E,8000,16.82,0.11,N,8,0
36104,30,42000,MORTGAGE,5.0,VENTURE,A,3250,7.88,0.08,N,9,0
41466,22,55000,RENT,2.0,EDUCATION,B,9000,10.0,0.16,N,3,0
21111,43,50000,RENT,2.0,PERSONAL,D,18000,13.24,0.36,Y,14,1
43333,23,65000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,6000,7.49,0.09,N,2,0
49274,26,120000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,15000,9.99,0.13,N,3,0
9378,24,60000,RENT,5.0,VENTURE,B,12000,10.99,0.2,N,4,0
46870,21,20000,OWN,5.0,VENTURE,A,5000,5.99,0.25,N,4,0
3954,25,99996,RENT,6.0,MEDICAL,C,10000,13.61,0.1,Y,3,0
15922,37,60000,RENT,0.0,HOMEIMPROVEMENT,D,14000,15.57,0.24,N,17,1
35176,28,104525,MORTGAGE,12.0,HOMEIMPROVEMENT,D,7000,15.99,0.07,N,5,0
35087,27,85000,MORTGAGE,2.0,VENTURE,B,10000,10.99,0.12,N,10,0
38039,23,36000,MORTGAGE,4.0,PERSONAL,A,8000,6.54,0.22,N,3,0
11271,26,59000,MORTGAGE,7.0,EDUCATION,A,15000,7.66,0.25,N,2,0
7798,26,110000,RENT,1.0,EDUCATION,A,7500,7.05,0.06,N,4,0
30159,23,120000,MORTGAGE,7.0,EDUCATION,A,10000,7.74,0.08,N,3,0
555,24,60000,OWN,5.0,MEDICAL,A,5000,5.42,0.08,N,2,0
3769,30,75000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,25000,10.62,0.33,N,7,0
46152,24,50000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,8000,12.18,0.16,N,2,0
56856,29,45000,RENT,4.0,MEDICAL,A,10400,7.66,0.23,N,7,0
23469,27,100000,MORTGAGE,11.0,VENTURE,B,12000,10.99,0.12,N,10,0
47351,28,144000,MORTGAGE,12.0,DEBTCONSOLIDATION,B,10000,10.36,0.07,N,5,0
23164,24,80000,MORTGAGE,6.0,VENTURE,B,12000,9.99,0.15,N,4,0
51773,29,85000,MORTGAGE,2.0,EDUCATION,A,7000,7.14,0.08,N,7,0
54204,40,50000,RENT,1.0,DEBTCONSOLIDATION,C,4000,14.27,0.08,Y,17,0
37459,22,49000,MORTGAGE,6.0,DEBTCONSOLIDATION,D,10000,16.89,0.2,N,4,1
13330,29,60000,RENT,7.0,EDUCATION,C,13000,12.73,0.22,Y,9,0
18552,28,35000,MORTGAGE,12.0,VENTURE,A,4000,6.03,0.11,N,10,0
58335,41,38000,RENT,6.0,PERSONAL,C,7500,13.22,0.2,Y,13,0
28271,21,44000,RENT,5.0,EDUCATION,C,7500,13.47,0.17,Y,4,0
39222,42,65000,MORTGAGE,7.0,MEDICAL,B,9600,11.99,0.15,N,12,0
37406,23,63000,MORTGAGE,7.0,EDUCATION,B,20000,10.25,0.32,N,3,0
20078,24,52800,RENT,3.0,VENTURE,B,2400,9.62,0.05,N,4,0
7985,23,28000,RENT,7.0,DEBTCONSOLIDATION,F,8000,17.26,0.29,Y,4,1
7356,23,58500,RENT,6.0,DEBTCONSOLIDATION,B,4000,9.88,0.07,N,2,0
19113,24,75000,RENT,5.0,VENTURE,B,5000,11.71,0.07,N,4,0
51778,26,51150,RENT,6.0,MEDICAL,B,8400,11.99,0.17,N,4,0
32675,34,200000,MORTGAGE,14.0,DEBTCONSOLIDATION,A,25000,8.49,0.13,N,8,0
54770,46,60000,MORTGAGE,18.0,PERSONAL,A,2000,6.99,0.03,N,14,0
33541,31,90000,MORTGAGE,12.0,HOMEIMPROVEMENT,A,7000,6.03,0.08,N,10,0
9134,26,65000,MORTGAGE,3.0,EDUCATION,A,5500,5.79,0.08,N,2,0
41074,21,30000,RENT,0.0,EDUCATION,A,4000,8.59,0.13,N,2,0
44211,23,55000,RENT,7.0,EDUCATION,B,7500,10.99,0.14,N,2,0
51014,25,57200,MORTGAGE,3.0,PERSONAL,A,9000,7.49,0.16,N,4,0
44354,56,35000,MORTGAGE,12.0,PERSONAL,B,10000,11.49,0.29,N,21,0
51764,40,60000,RENT,2.0,MEDICAL,B,2500,11.48,0.04,N,13,0
49358,30,54000,MORTGAGE,1.0,PERSONAL,A,6000,8.59,0.11,N,7,0
23415,25,70000,MORTGAGE,9.0,VENTURE,A,12000,7.49,0.17,N,3,0
31957,23,45000,RENT,5.0,MEDICAL,B,1500,11.36,0.03,N,4,0
24916,50,72000,RENT,9.0,DEBTCONSOLIDATION,B,12000,10.37,0.17,N,12,0
33371,22,78504,RENT,6.0,EDUCATION,B,10000,10.99,0.13,N,4,0
33135,25,36000,RENT,9.0,EDUCATION,A,2000,7.75,0.06,N,2,0
52525,24,85000,MORTGAGE,3.0,EDUCATION,B,10000,12.69,0.12,N,4,0
14342,28,65000,RENT,12.0,PERSONAL,B,15000,10.36,0.23,N,7,0
8489,27,34000,RENT,3.0,MEDICAL,A,11500,7.88,0.34,N,6,1
26533,35,38000,OTHER,0.0,DEBTCONSOLIDATION,B,3500,11.58,0.09,N,9,0
5164,32,45000,RENT,3.0,EDUCATION,B,14500,11.48,0.32,N,7,1
3036,21,52000,RENT,2.0,PERSONAL,F,18500,15.33,0.36,N,4,1
50921,24,57440,OWN,8.0,VENTURE,B,3000,11.49,0.05,N,4,0
32292,31,33996,RENT,0.0,EDUCATION,C,4000,13.79,0.12,Y,10,0
1117,29,72000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,6000,9.63,0.08,N,6,0
20764,26,87220,MORTGAGE,2.0,DEBTCONSOLIDATION,B,3000,12.69,0.03,N,2,0
36077,29,120000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,4800,7.4,0.04,N,6,0
42677,24,45000,OWN,2.0,VENTURE,B,8000,10.38,0.18,N,2,0
30847,24,58000,RENT,5.0,PERSONAL,A,10000,8.9,0.17,N,4,0
57527,27,78000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,6000,9.63,0.08,N,7,0
30860,36,80000,MORTGAGE,13.0,HOMEIMPROVEMENT,B,12000,11.99,0.15,N,15,0
33065,37,54000,MORTGAGE,3.0,PERSONAL,A,12000,7.51,0.22,N,17,0
8036,41,50000,RENT,2.0,PERSONAL,D,4500,14.59,0.09,N,14,0
15690,22,60000,RENT,3.0,VENTURE,B,15000,11.71,0.25,N,2,0
47575,42,40000,MORTGAGE,5.0,VENTURE,A,9000,8.49,0.23,N,16,0
10114,26,60000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,15000,6.03,0.25,N,3,0
37281,55,64800,MORTGAGE,3.0,PERSONAL,A,5000,7.88,0.08,N,18,0
47009,23,65000,MORTGAGE,3.0,VENTURE,A,10000,7.51,0.15,N,3,0
39521,22,30000,RENT,6.0,PERSONAL,C,5000,15.96,0.17,Y,4,0
48725,23,39600,RENT,1.0,DEBTCONSOLIDATION,D,10000,16.49,0.25,N,3,1
6907,24,50000,RENT,5.0,PERSONAL,B,11000,12.42,0.21,N,2,0
27705,33,99100,RENT,5.0,MEDICAL,A,5000,7.43,0.05,N,10,0
33661,24,42000,RENT,2.0,MEDICAL,B,2000,12.53,0.05,N,4,0
42353,23,80000,MORTGAGE,1.0,EDUCATION,B,3000,11.48,0.04,N,4,0
8112,32,56000,RENT,0.0,EDUCATION,C,6000,12.99,0.11,Y,6,0
37823,23,32000,RENT,3.0,EDUCATION,B,14000,10.25,0.45,N,3,1
57321,29,34000,RENT,1.0,DEBTCONSOLIDATION,E,8400,17.99,0.25,Y,6,1
15435,25,75000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,4800,8.94,0.06,N,3,0
57973,21,44000,RENT,5.0,MEDICAL,D,12000,14.54,0.27,Y,2,1
4845,30,48000,MORTGAGE,14.0,HOMEIMPROVEMENT,A,8500,7.51,0.17,N,10,0
58169,23,65004,RENT,3.0,HOMEIMPROVEMENT,B,3200,10.99,0.05,N,2,1
58005,27,50000,MORTGAGE,11.0,EDUCATION,A,8000,6.99,0.16,N,5,0
39151,24,42000,MORTGAGE,0.0,MEDICAL,B,7500,10.99,0.17,N,3,0
54653,27,84000,MORTGAGE,3.0,VENTURE,B,20000,10.25,0.24,N,8,0
47525,26,50000,RENT,7.0,DEBTCONSOLIDATION,C,11600,13.22,0.23,N,3,0
22916,26,78000,RENT,6.0,EDUCATION,D,3000,14.59,0.04,N,3,0
23017,22,60000,RENT,0.0,EDUCATION,B,5000,10.25,0.08,N,3,0
45312,22,30000,RENT,2.0,VENTURE,A,10000,7.51,0.33,N,4,1
26805,26,60000,RENT,4.0,VENTURE,B,10000,10.25,0.17,N,4,0
17856,27,90000,MORTGAGE,6.0,MEDICAL,A,10000,8.59,0.11,N,7,0
14500,31,45000,RENT,3.0,EDUCATION,C,5000,12.73,0.11,Y,8,0
44310,26,100596,RENT,4.0,DEBTCONSOLIDATION,B,15000,10.99,0.15,N,3,0
24797,27,69900,MORTGAGE,7.0,VENTURE,A,25000,7.49,0.36,N,7,0
5512,24,15000,RENT,1.0,DEBTCONSOLIDATION,C,3000,12.84,0.2,Y,2,1
41505,42,70000,RENT,4.0,DEBTCONSOLIDATION,B,10000,10.99,0.14,N,12,0
5063,30,98000,MORTGAGE,14.0,PERSONAL,A,8000,6.62,0.08,N,9,0
26393,25,61476,RENT,4.0,MEDICAL,A,9200,8.49,0.15,N,4,0
33132,36,30000,RENT,6.0,DEBTCONSOLIDATION,A,10000,7.51,0.33,N,16,1
12370,27,60000,RENT,11.0,MEDICAL,A,6000,7.51,0.1,N,10,0
618,22,82500,MORTGAGE,6.0,VENTURE,A,11500,7.51,0.14,N,3,0
24787,29,60000,RENT,9.0,DEBTCONSOLIDATION,A,5000,7.88,0.08,N,9,0
42329,32,31000,RENT,4.0,PERSONAL,B,10000,11.11,0.32,N,5,1
35064,25,50000,RENT,8.0,EDUCATION,B,5000,10.78,0.1,N,4,0
5130,23,72000,RENT,1.0,EDUCATION,A,20000,7.9,0.28,N,4,0
19641,25,52000,RENT,4.0,MEDICAL,B,19000,12.18,0.37,N,3,1
11901,24,51600,MORTGAGE,2.0,EDUCATION,A,12000,6.92,0.22,N,3,0
39229,23,50000,RENT,1.0,EDUCATION,A,4000,7.88,0.08,N,3,0
37086,28,60000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,10000,6.62,0.17,N,10,0
26500,52,51850,RENT,9.0,MEDICAL,D,3600,14.11,0.06,N,28,1
8812,23,65200,MORTGAGE,5.0,DEBTCONSOLIDATION,A,3000,7.49,0.05,N,2,0
32584,37,59004,RENT,0.0,PERSONAL,C,20000,13.11,0.34,Y,14,1
1733,65,115000,MORTGAGE,3.0,PERSONAL,A,8000,7.74,0.07,N,27,0
34202,32,50000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,12000,10.0,0.24,N,10,0
7913,23,70000,RENT,5.0,PERSONAL,B,12000,10.37,0.17,N,3,0
15724,28,53155,MORTGAGE,5.0,HOMEIMPROVEMENT,B,3000,11.99,0.06,N,8,0
57783,23,38000,MORTGAGE,1.0,VENTURE,B,4500,9.96,0.12,N,2,0
29615,22,47004,MORTGAGE,6.0,HOMEIMPROVEMENT,B,15000,12.18,0.32,N,2,1
24614,22,48000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,17000,9.99,0.35,N,3,0
37025,23,45000,RENT,6.0,MEDICAL,B,6000,11.86,0.13,N,4,0
49444,41,26400,RENT,5.0,PERSONAL,B,4750,10.62,0.18,N,14,1
49432,25,110000,RENT,4.0,DEBTCONSOLIDATION,B,12000,11.12,0.11,N,3,0
20950,28,65000,MORTGAGE,12.0,MEDICAL,B,15000,10.75,0.23,N,8,0
57936,22,24000,RENT,1.0,DEBTCONSOLIDATION,A,1500,6.91,0.06,N,4,0
33435,28,82500,RENT,12.0,DEBTCONSOLIDATION,A,3600,6.03,0.04,N,8,0
32094,30,76209,MORTGAGE,14.0,DEBTCONSOLIDATION,A,3000,6.62,0.04,N,8,0
57472,37,117500,MORTGAGE,14.0,HOMEIMPROVEMENT,A,14500,7.66,0.13,N,17,0
21561,23,246725,OWN,4.0,MEDICAL,D,24250,15.31,0.11,Y,2,1
24375,22,87000,MORTGAGE,2.0,EDUCATION,B,15000,10.25,0.17,N,4,0
55098,25,40000,RENT,3.0,DEBTCONSOLIDATION,C,7000,13.22,0.17,Y,4,1
24348,22,42000,MORTGAGE,7.0,VENTURE,A,5000,6.62,0.12,N,3,0
